date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-04-24,1,20254121,살목지,86531,1726833,914668580,2026-04-08
2026-04-24,2,20261782,프로젝트 헤일메리,26138,2388058,315679320,2026-03-18
2026-04-24,3,20240532,짱구,24822,77354,241048860,2026-04-22
2026-04-24,4,20262685,란 12.3,17228,72537,180305910,2026-04-22
2026-04-24,5,20242837,왕과 사는 남자,14699,16654360,142850230,2026-02-04
2026-04-24,6,20247648,내 이름은,6550,140625,59941000,2026-04-15
2026-04-24,7,20262657,리 크로닌의 미이라,4854,16965,55164170,2026-04-22
2026-04-24,8,20262775,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,2842,10461,46815500,2026-04-22
2026-04-24,9,20070602,마녀배달부 키키,1783,107515,17183330,2007-11-22
2026-04-24,10,20262639,노멀,1775,15602,9612600,2026-04-17
