date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-07,1,20242837,왕과 사는 남자,754547,10804285,7435472590,2026-02-04
2026-03-07,2,20256283,호퍼스,107043,209205,1042555710,2026-03-04
2026-03-07,3,20241266,휴민트,18430,1916714,195143670,2026-02-11
2026-03-07,4,20241501,매드 댄스 오피스,5971,22075,55754510,2026-03-04
2026-03-07,5,20247457,신의악단,4530,1414919,40903050,2025-12-31
2026-03-07,6,20250365,햄넷,3076,41819,31239980,2026-02-25
2026-03-07,7,20258444,브라이드!,3043,17103,35161800,2026-03-04
2026-03-07,8,20252373,넘버원,2940,278409,36624100,2026-02-11
2026-03-07,9,20261181,너자 2,2896,53279,20297600,2026-02-25
2026-03-07,10,20259583,초속 5센티미터,2637,77609,26940000,2026-02-25
