date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-05-26,1,20252402,군체,150487,2169083,1585118740,2026-05-21
2026-05-26,2,20259626,마이클,20594,1205189,212211670,2026-05-13
2026-05-26,3,20259791,악마는 프라다를 입는다 2,5821,1564400,62754630,2026-04-29
2026-05-26,4,20263344,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,3192,29396,37500550,2026-05-20
2026-05-26,5,20254121,살목지,2196,3232842,24665900,2026-04-08
2026-05-26,6,20261782,프로젝트 헤일메리,2107,2885615,23103620,2026-03-18
2026-05-26,7,20262975,신극장판 은혼: 요시와라 대염상,2006,52063,21791930,2026-05-20
2026-05-26,8,20259773,슈퍼 마리오 갤럭시,1198,1578107,11154100,2026-04-29
2026-05-26,9,20242837,왕과 사는 남자,1181,16884981,10669250,2026-02-04
2026-05-26,10,20262972,남태령,706,4761,5858650,2026-05-20
