date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-06-25,1,20259781,토이 스토리 5,47610,1114401,484400580,2026-06-17
2026-06-25,2,20242402,눈동자,33866,72277,330394050,2026-06-24
2026-06-25,3,20252402,군체,17300,5617949,174642340,2026-05-21
2026-06-25,4,20250489,슈퍼걸,14329,50084,145238890,2026-06-24
2026-06-25,5,20248252,와일드 씽,12409,1166412,114056150,2026-06-03
2026-06-25,6,20263030,백룸,6360,1123448,69389540,2026-05-27
2026-06-25,7,20263948,에픽: 엘비스 프레슬리 콘서트,4920,9993,34454000,2026-07-01
2026-06-25,8,20258945,너만 보이는 날,1927,8631,16757050,2026-06-24
2026-06-25,9,20263344,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,1552,81338,10605250,2026-05-20
2026-06-25,10,20261524,짝사랑 세계,1495,5489,11259390,2026-06-24
