date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-29,1,20242837,왕과 사는 남자,188448,15615942,1869863080,2026-02-04
2026-03-29,2,20261782,프로젝트 헤일메리,146842,1150696,1670525370,2026-03-18
2026-03-29,3,20256283,호퍼스,19234,708090,191172740,2026-03-04
2026-03-29,4,20261906,명탐정 코난: 세기말의 마술사,13861,51932,141317400,2026-03-27
2026-03-29,5,20253289,극장판 귀멸의 칼날: 무한성편,8952,5735590,109460800,2025-08-22
2026-03-29,6,20253101,극장판 진격의 거인 완결편 더 라스트 어택,6054,1019362,70755400,2025-03-13
2026-03-29,7,20262179,펫 트레인,5547,11759,42312400,2026-03-28
2026-03-29,8,20262291,뮤지컬 장수탕 선녀님,3027,7932,29326000,2026-03-26
2026-03-29,9,20257521,프로텍터,2929,18908,26001000,2026-03-25
2026-03-29,10,20254121,살목지,2445,7903,28838300,2026-04-08
