date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-05-04,1,20259773,슈퍼 마리오 갤럭시,141464,827411,1296348620,2026-04-29
2026-05-04,2,20259791,악마는 프라다를 입는다 2,98415,834446,959708250,2026-04-29
2026-05-04,3,20254121,살목지,91952,2728013,892561320,2026-04-08
2026-05-04,4,20261782,프로젝트 헤일메리,26249,2675835,293826210,2026-03-18
2026-05-04,5,20240532,짱구,15623,314120,149130540,2026-04-22
2026-05-04,6,20242837,왕과 사는 남자,10727,16790230,99655370,2026-02-04
2026-05-04,7,20262685,란 12.3,6817,205915,64661800,2026-04-22
2026-05-04,8,20247648,내 이름은,2220,194195,21690300,2026-04-15
2026-05-04,9,20263327,사랑의 하츄핑 특별판,1496,9039,13780700,2026-05-01
2026-05-04,10,20262775,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,1436,34549,13365900,2026-04-22
