date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-09-01,1,20250654,오디세이,113414,9124206,1321568120,2026-08-05
2026-09-01,2,20262770,스파이더맨: 브랜드 뉴 데이,22865,8599911,214919660,2026-07-29
2026-09-01,3,20247458,경주기행,15292,225773,140912400,2026-08-26
2026-09-01,4,20264557,오크 스트리트의 마지막 날,5212,119410,49826080,2026-08-26
2026-09-01,5,20264035,인시디어스: 그들이 넘어왔다,2922,154456,29759550,2026-08-20
2026-09-01,6,20264635,명탐정 코난: 하이웨이의 타천사,2370,408538,23455300,2026-08-12
2026-09-01,7,20263307,도그 스타: 마지막 희망,1491,14732,14787500,2026-08-26
2026-09-01,8,20255484,오케이 마담2,1106,337976,9544100,2026-08-12
2026-09-01,9,20262381,사랑의 하츄핑: 고래보석의 전설,1098,840869,9076800,2026-08-05
2026-09-01,10,20233219,호프,969,4537179,9543400,2026-07-15
