date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-20,1,20242837,왕과 사는 남자,147738,14101185,1461774280,2026-02-04
2026-03-20,2,20261782,프로젝트 헤일메리,79306,210587,951232620,2026-03-18
2026-03-20,3,20256283,호퍼스,8278,565924,83407400,2026-03-04
2026-03-20,4,20253101,극장판 진격의 거인 완결편 더 라스트 어택,6715,969482,87510500,2025-03-13
2026-03-20,5,20241575,메소드연기,6511,25358,59225120,2026-03-18
2026-03-20,6,20232662,삼악도,3011,73722,28542000,2026-03-11
2026-03-20,7,20261804,폭탄,2918,11267,22589900,2026-03-18
2026-03-20,8,20060033,오만과 편견,1290,904168,14219900,2006-03-24
2026-03-20,9,20261437,녹나무의 파수꾼,1044,3712,9758420,2026-03-18
2026-03-20,10,19950084,쇼생크 탈출,987,60578,10877200,1995-02-04
