date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-04-18,1,20254121,살목지,211498,1300188,2188479110,2026-04-08
2026-04-18,2,20261782,프로젝트 헤일메리,76956,2237233,871270050,2026-03-18
2026-04-18,3,20242837,왕과 사는 남자,43814,16552316,445427830,2026-02-04
2026-04-18,4,20247648,내 이름은,23798,79178,223037860,2026-04-15
2026-04-18,5,20262907,고트: 더 레전드,7729,10352,68904800,2026-04-17
2026-04-18,6,20070602,마녀배달부 키키,7306,91827,91162220,2007-11-22
2026-04-18,7,20262383,쉘터,3125,12045,22799600,2026-04-15
2026-04-18,8,19980231,트루먼 쇼,2557,27438,31815600,1998-10-24
2026-04-18,9,20262639,노멀,2471,5369,17827450,2026-04-17
2026-04-18,10,20249507,극장판 하이큐!! 쓰레기장의 결전,2244,752426,28963600,2024-05-15
