date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-08-10,1,20250654,오디세이,257618,2132431,2828024070,2026-08-05
2026-08-10,2,20262770,스파이더맨: 브랜드 뉴 데이,174615,6090999,1773545300,2026-07-29
2026-08-10,3,20262381,사랑의 하츄핑: 고래보석의 전설,19410,453216,174337210,2026-08-05
2026-08-10,4,20233219,호프,14523,4408397,146372870,2026-07-15
2026-08-10,5,20264148,어떻게 해야 했을까?,2317,52045,22904150,2026-07-29
2026-08-10,6,20261784,미니언즈 & 몬스터즈,2193,765483,19237500,2026-07-15
2026-08-10,7,20259781,토이 스토리 5,1112,2940488,10804150,2026-06-17
2026-08-10,8,20262902,다윗,958,290308,9168150,2026-07-10
2026-08-10,9,20259946,모아나,826,1021759,7290500,2026-07-08
2026-08-10,10,20263530,마티 슈프림,290,131844,2896500,2026-07-01
