date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-06,1,20242402,눈동자,43650,886346,439248960,2026-06-24
2026-07-06,2,20259781,토이 스토리 5,30951,2249447,310925150,2026-06-17
2026-07-06,3,20252402,군체,9642,5851944,100448800,2026-05-21
2026-07-06,4,20263530,마티 슈프림,5506,75769,57034710,2026-07-01
2026-07-06,5,20248252,와일드 씽,4806,1308421,44918750,2026-06-03
2026-07-06,6,20263030,백룸,2777,1194866,29501300,2026-05-27
2026-07-06,7,20264056,그린랜드 2: 마이그레이션,2588,38161,24689370,2026-07-01
2026-07-06,8,20264027,극장판 도라에몽: 신 진구의 해저비밀성,1604,41662,16379400,2026-07-01
2026-07-06,9,20264427,극장판 암살교실 모두의 시간,1313,18533,14055050,2026-07-01
2026-07-06,10,20264352,앤팀 브이알 콘서트 : 바운드리스,1041,8609,37383000,2026-06-26
