date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-17,1,20233219,호프,594804,1220511,6684120260,2026-07-15
2026-07-17,2,20261784,미니언즈 & 몬스터즈,126494,192703,1320935470,2026-07-15
2026-07-17,3,20259946,모아나,67551,666100,708215360,2026-07-08
2026-07-17,4,20259781,토이 스토리 5,42784,2678247,458682460,2026-06-17
2026-07-17,5,20242402,눈동자,30844,1386504,331567670,2026-06-24
2026-07-17,6,20262902,다윗,22707,117905,227917890,2026-07-10
2026-07-17,7,20252402,군체,6738,5936331,82266100,2026-05-21
2026-07-17,8,20264027,극장판 도라에몽: 신 진구의 해저비밀성,2288,61600,22827200,2026-07-01
2026-07-17,9,20263530,마티 슈프림,2034,113267,22218970,2026-07-01
2026-07-17,10,20264718,블리치 천년혈전 편 : 화진담,1303,11792,16855000,2026-07-04
