date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-06-19,1,20259781,토이 스토리 5,90300,249782,973569600,2026-06-17
2026-06-19,2,20252402,군체,37964,5376815,408154250,2026-05-21
2026-06-19,3,20248252,와일드 씽,25208,992219,252466210,2026-06-03
2026-06-19,4,20263030,백룸,15036,1035909,170529910,2026-05-27
2026-06-19,5,20250655,디스클로저 데이,4478,229637,48420390,2026-06-10
2026-06-19,6,20248484,신사: 악귀의 속삭임,3734,16844,38305400,2026-06-17
2026-06-19,7,20261766,상자 속의 양,3420,57831,30268850,2026-06-10
2026-06-19,8,20149629,비긴 어게인,2655,3721388,30885600,2014-08-13
2026-06-19,9,20259626,마이클,2142,1602520,23748900,2026-05-13
2026-06-19,10,19960126,비포 선라이즈,1209,94778,12952200,1996-03-30
