date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-06-21,1,20259781,토이 스토리 5,287038,872552,2945952060,2026-06-17
2026-06-21,2,20252402,군체,63121,5527523,652448230,2026-05-21
2026-06-21,3,20248252,와일드 씽,45799,1100567,453639610,2026-06-03
2026-06-21,4,20263030,백룸,22445,1086767,247351280,2026-05-27
2026-06-21,5,20248484,신사: 악귀의 속삭임,6973,33421,77449100,2026-06-17
2026-06-21,6,20250655,디스클로저 데이,5946,243252,60393110,2026-06-10
2026-06-21,7,20259626,마이클,4335,1611885,45799990,2026-05-13
2026-06-21,8,20149629,비긴 어게인,3242,3729396,37627100,2014-08-13
2026-06-21,9,20261766,상자 속의 양,2580,63712,24728500,2026-06-10
2026-06-21,10,20264331,디어 마이 히어로,2475,15722,12375000, 
