date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-26,1,20233219,호프,285879,3415704,3001189110,2026-07-15
2026-07-26,2,20261784,미니언즈 & 몬스터즈,48445,562964,477803500,2026-07-15
2026-07-26,3,20259946,모아나,34802,909270,346767280,2026-07-08
2026-07-26,4,20259781,토이 스토리 5,22487,2837123,229075600,2026-06-17
2026-07-26,5,20262902,다윗,20815,220351,200143340,2026-07-10
2026-07-26,6,20242402,눈동자,13076,1511619,138668870,2026-06-24
2026-07-26,7,20264665,드림 애니멀즈: 더무비,6242,24404,57326820,2026-07-24
2026-07-26,8,20263530,마티 슈프림,1877,125307,24763550,2026-07-01
2026-07-26,9,20252402,군체,1131,5949976,11759500,2026-05-21
2026-07-26,10,20264027,극장판 도라에몽: 신 진구의 해저비밀성,979,69574,9367150,2026-07-01
