date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-15,1,20242837,왕과 사는 남자,478145,13467791,4706654640,2026-02-04
2026-03-15,2,20256283,호퍼스,75888,531160,744129560,2026-03-04
2026-03-15,3,20232662,삼악도,13360,57326,129347900,2026-03-11
2026-03-15,4,20254501,F1 더 무비,13235,5261209,183256340,2025-06-25
2026-03-15,5,20241266,휴민트,5359,1967610,53996480,2026-02-11
2026-03-15,6,20247457,신의악단,3596,1432176,31584200,2025-12-31
2026-03-15,7,20253101,극장판 진격의 거인 완결편 더 라스트 어택,2823,960949,35736840,2025-03-13
2026-03-15,8,20060033,오만과 편견,2649,898112,27953100,2006-03-24
2026-03-15,9,20261927,스페셜즈,2032,3673,26463300,2026-03-13
2026-03-15,10,20250428,센티멘탈 밸류,1940,59707,20194020,2026-02-18
