date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-05-06,1,20259791,악마는 프라다를 입는다 2,35509,994643,353404580,2026-04-29
2026-05-06,2,20254121,살목지,20988,2857201,213027110,2026-04-08
2026-05-06,3,20259773,슈퍼 마리오 갤럭시,13546,1124245,129461190,2026-04-29
2026-05-06,4,20261782,프로젝트 헤일메리,9281,2715924,105995390,2026-03-18
2026-05-06,5,20240532,짱구,7081,340201,64895270,2026-04-22
2026-05-06,6,20242837,왕과 사는 남자,3299,16806838,30149800,2026-02-04
2026-05-06,7,20262947,모탈 컴뱃 2,2543,2709,27663250,2026-05-06
2026-05-06,8,20262685,란 12.3,2227,217031,21038300,2026-04-22
2026-05-06,9,20261943,올 그린스,2194,2694,15269950,2026-05-06
2026-05-06,10,20262775,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,1954,37577,13234400,2026-04-22
