date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-08-29,1,20250654,오디세이,453554,8471038,5088475530,2026-08-05
2026-08-29,2,20262770,스파이더맨: 브랜드 뉴 데이,109710,8454119,1174431520,2026-07-29
2026-08-29,3,20247458,경주기행,52104,147900,524736250,2026-08-26
2026-08-29,4,20264557,오크 스트리트의 마지막 날,26773,86576,275874860,2026-08-26
2026-08-29,5,20262381,사랑의 하츄핑: 고래보석의 전설,18067,818725,176226060,2026-08-05
2026-08-29,6,20264035,인시디어스: 그들이 넘어왔다,8759,141172,92507170,2026-08-20
2026-08-29,7,20264635,명탐정 코난: 하이웨이의 타천사,8619,395471,86740000,2026-08-12
2026-08-29,8,20262945,퍼피 구조대: 더 다이노 무비,4045,102497,39331910,2026-08-13
2026-08-29,9,20253289,극장판 귀멸의 칼날: 무한성편,3522,5822719,43649520,2025-08-22
2026-08-29,10,20265388,고스트밴드,3377,10180,24848350,2026-08-26
