date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-09-08,1,20250654,오디세이,76678,10192016,918333550,2026-08-05
2026-09-08,2,20265146,옵세션,26369,239529,276631200,2026-09-02
2026-09-08,3,20262770,스파이더맨: 브랜드 뉴 데이,13287,8819167,117917830,2026-07-29
2026-09-08,4,20204641,비광,6559,82428,55917620,2026-09-02
2026-09-08,5,20264918,싱 어게인,5490,67281,50594600,2026-09-02
2026-09-08,6,20247458,경주기행,4926,308324,45188350,2026-08-26
2026-09-08,7,20242837,왕과 사는 남자,1825,16924757,13196000,2026-02-04
2026-09-08,8,20264557,오크 스트리트의 마지막 날,1032,132622,9527280,2026-08-26
2026-09-08,9,20265573,인 더 그레이,1011,10211,7370300,2026-09-02
2026-09-08,10,20255509,사진의 얼굴,801,4831,6465750,2026-09-02
