date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-04-22,1,20254121,살목지,43398,1591904,435413360,2026-04-08
2026-04-22,2,20262685,란 12.3,37037,38078,371416510,2026-04-22
2026-04-22,3,20240532,짱구,26848,31893,246020890,2026-04-22
2026-04-22,4,20261782,프로젝트 헤일메리,17663,2346697,202202560,2026-03-18
2026-04-22,5,20242837,왕과 사는 남자,10893,16628380,102077760,2026-02-04
2026-04-22,6,20247648,내 이름은,8333,126986,73581450,2026-04-15
2026-04-22,7,20262657,리 크로닌의 미이라,6378,7652,65681090,2026-04-22
2026-04-22,8,20262775,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,5080,5080,78253000,2026-04-22
2026-04-22,9,20262776,르누아르,3468,4209,21917500,2026-04-22
2026-04-22,10,20070602,마녀배달부 키키,3253,104073,29680400,2007-11-22
