date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-02,1,20242402,눈동자,50720,482857,502105750,2026-06-24
2026-07-02,2,20259781,토이 스토리 5,45353,1789458,445949430,2026-06-17
2026-07-02,3,20252402,군체,13012,5771236,130478230,2026-05-21
2026-07-02,4,20263530,마티 슈프림,10360,31762,103410000,2026-07-01
2026-07-02,5,20248252,와일드 씽,6987,1268375,64777100,2026-06-03
2026-07-02,6,20264056,그린랜드 2: 마이그레이션,6288,14871,56349380,2026-07-01
2026-07-02,7,20263030,백룸,3843,1172010,40302970,2026-05-27
2026-07-02,8,20264027,극장판 도라에몽: 신 진구의 해저비밀성,3157,10679,28634200,2026-07-01
2026-07-02,9,20264427,극장판 암살교실 모두의 시간,2680,7525,28552350,2026-07-01
2026-07-02,10,20250489,슈퍼걸,2567,129954,24055970,2026-06-24
