date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-06-18,1,20259781,토이 스토리 5,63157,159482,663351770,2026-06-17
2026-06-18,2,20252402,군체,29223,5338844,296296190,2026-05-21
2026-06-18,3,20248252,와일드 씽,23361,967011,220580200,2026-06-03
2026-06-18,4,20263030,백룸,10760,1020873,116524030,2026-05-27
2026-06-18,5,20263948,에픽: 엘비스 프레슬리 콘서트,4947,5073,34629000,2026-07-01
2026-06-18,6,20250655,디스클로저 데이,4549,225158,45830060,2026-06-10
2026-06-18,7,20248484,신사: 악귀의 속삭임,4213,13110,37817500,2026-06-17
2026-06-18,8,20261766,상자 속의 양,3636,54411,31270400,2026-06-10
2026-06-18,9,20259626,마이클,2693,1600378,28982150,2026-05-13
2026-06-18,10,20149629,비긴 어게인,2180,3718733,24145300,2014-08-13
