date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-04-17,1,20254121,살목지,98966,1088690,1038291850,2026-04-08
2026-04-17,2,20261782,프로젝트 헤일메리,32892,2160277,387715390,2026-03-18
2026-04-17,3,20242837,왕과 사는 남자,23919,16508502,231546470,2026-02-04
2026-04-17,4,20247648,내 이름은,16192,55380,142820790,2026-04-15
2026-04-17,5,20070602,마녀배달부 키키,3916,84521,42360070,2007-11-22
2026-04-17,6,20262907,고트: 더 레전드,2472,2623,21409250,2026-04-17
2026-04-17,7,20262639,노멀,2366,2898,17046850,2026-04-17
2026-04-17,8,20262383,쉘터,2291,8920,16216800,2026-04-15
2026-04-17,9,19980231,트루먼 쇼,1624,24881,18314350,1998-10-24
2026-04-17,10,20261622,위 리브 인 타임,1343,28432,9877500,2026-04-08
