date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-04-27,1,20254121,살목지,41902,2025659,432784450,2026-04-08
2026-04-27,2,20240532,짱구,15630,179528,151815590,2026-04-22
2026-04-27,3,20261782,프로젝트 헤일메리,15612,2506504,177733770,2026-03-18
2026-04-27,4,20242837,왕과 사는 남자,10114,16716939,97179210,2026-02-04
2026-04-27,5,20262685,란 12.3,7279,140927,71385200,2026-04-22
2026-04-27,6,20247648,내 이름은,4074,165682,36130300,2026-04-15
2026-04-27,7,20262657,리 크로닌의 미이라,2758,30945,29366870,2026-04-22
2026-04-27,8,20262775,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,1329,19744,19936000,2026-04-22
2026-04-27,9,20259791,악마는 프라다를 입는다 2,1001,1001,9009000,2026-04-29
2026-04-27,10,20070602,마녀배달부 키키,949,116644,8928950,2007-11-22
