date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-01,1,20242402,눈동자,49098,432137,484253960,2026-06-24
2026-07-01,2,20259781,토이 스토리 5,44069,1744108,432176920,2026-06-17
2026-07-01,3,20263530,마티 슈프림,19985,21402,193912300,2026-07-01
2026-07-01,4,20252402,군체,13989,5758227,141326050,2026-05-21
2026-07-01,5,20264056,그린랜드 2: 마이그레이션,8165,8583,75379040,2026-07-01
2026-07-01,6,20248252,와일드 씽,7783,1261388,71315470,2026-06-03
2026-07-01,7,20264027,극장판 도라에몽: 신 진구의 해저비밀성,6620,7522,55618700,2026-07-01
2026-07-01,8,20264427,극장판 암살교실 모두의 시간,4845,4845,51645800,2026-07-01
2026-07-01,9,20263030,백룸,3866,1168167,40111700,2026-05-27
2026-07-01,10,20250489,슈퍼걸,3193,127469,30624140,2026-06-24
