date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-06-13,1,20252402,군체,132016,5097853,1361480590,2026-05-21
2026-06-13,2,20248252,와일드 씽,92191,793137,927596930,2026-06-03
2026-06-13,3,20250655,디스클로저 데이,49791,159436,556410140,2026-06-10
2026-06-13,4,20263030,백룸,48826,937967,528403790,2026-05-27
2026-06-13,5,20259626,마이클,11558,1577945,128981260,2026-05-13
2026-06-13,6,20263512,이상한 과자 가게 전천당,8253,149356,75751000,2026-05-29
2026-06-13,7,20261766,상자 속의 양,6090,36649,58393230,2026-06-10
2026-06-13,8,20258236,만달로리안과 그로구,5642,207907,65204930,2026-05-27
2026-06-13,9,20163018,싱 스트리트,3602,586553,36927150,2016-05-19
2026-06-13,10,20259773,슈퍼 마리오 갤럭시,1935,1633041,19795500,2026-04-29
