date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-05-19,1,20259626,마이클,38030,729579,410894860,2026-05-13
2026-05-19,2,20259791,악마는 프라다를 입는다 2,13783,1472253,144264530,2026-04-29
2026-05-19,3,20254121,살목지,7973,3186492,85084100,2026-04-08
2026-05-19,4,20259773,슈퍼 마리오 갤럭시,3890,1477024,36829940,2026-04-29
2026-05-19,5,20261782,프로젝트 헤일메리,3750,2854861,41028280,2026-03-18
2026-05-19,6,20242837,왕과 사는 남자,3014,16869321,26663250,2026-02-04
2026-05-19,7,20240532,짱구,2144,407792,19875800,2026-04-22
2026-05-19,8,20252402,군체,1953,4300,21062000,2026-05-21
2026-05-19,9,20040695,이프 온리,1833,1059253,20509050,2004-10-29
2026-05-19,10,20194376,탑건: 매버릭,1830,8274051,21837720,2022-06-22
