date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-27,1,20242837,왕과 사는 남자,98161,15202210,969179640,2026-02-04
2026-03-27,2,20261782,프로젝트 헤일메리,71435,830247,866191330,2026-03-18
2026-03-27,3,20261906,명탐정 코난: 세기말의 마술사,17357,20822,181993900,2026-03-27
2026-03-27,4,20253289,극장판 귀멸의 칼날: 무한성편,6359,5719074,84037100,2025-08-22
2026-03-27,5,20256283,호퍼스,5265,668928,51695940,2026-03-04
2026-03-27,6,20253101,극장판 진격의 거인 완결편 더 라스트 어택,3594,1006108,44053000,2025-03-13
2026-03-27,7,20257521,프로텍터,3012,12560,25782900,2026-03-25
2026-03-27,8,19970100,첨밀밀,2283,11094,24526000,1997-03-01
2026-03-27,9,20241575,메소드연기,1893,55176,18334900,2026-03-18
2026-03-27,10,19868242,연지구 디 오리지널 4K,1375,4730,13751900,2026-03-25
