date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-04-14,1,20254121,살목지,64687,862330,655600720,2026-04-08
2026-04-14,2,20242837,왕과 사는 남자,23852,16444915,215135460,2026-02-04
2026-04-14,3,20261782,프로젝트 헤일메리,21015,2086158,237958110,2026-03-18
2026-04-14,4,20247648,내 이름은,1945,8320,17505000,2026-04-15
2026-04-14,5,20262343,크라임 101,1880,17750,10356450,2026-04-08
2026-04-14,6,20261666,네가 마지막으로 남긴 노래,1472,78787,12706270,2026-04-01
2026-04-14,7,20192680,끝장수사,1107,85191,9973500,2026-04-02
2026-04-14,8,20253289,극장판 귀멸의 칼날: 무한성편,949,5803705,12356000,2025-08-22
2026-04-14,9,20261622,위 리브 인 타임,765,22917,7366350,2026-04-08
2026-04-14,10,20259598,두 검사,573,10800,5365270,2026-04-01
