date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-04-08,1,20254121,살목지,89913,116826,902613320,2026-04-08
2026-04-08,2,20261782,프로젝트 헤일메리,32099,1732902,353751230,2026-03-18
2026-04-08,3,20242837,왕과 사는 남자,27524,16189163,255872660,2026-02-04
2026-04-08,4,20261622,위 리브 인 타임,5337,6071,35874900,2026-04-08
2026-04-08,5,20262343,크라임 101,3513,4025,23454460,2026-04-08
2026-04-08,6,20192680,끝장수사,3498,72909,30160150,2026-04-02
2026-04-08,7,20147727,그랜드 부다페스트 호텔,3077,838769,34028960,2014-03-20
2026-04-08,8,20261666,네가 마지막으로 남긴 노래,2835,64672,25648950,2026-04-01
2026-04-08,9,20070602,마녀배달부 키키,2497,62970,41756000,2007-11-22
2026-04-08,10,20253289,극장판 귀멸의 칼날: 무한성편,1208,5788180,15759000,2025-08-22
