date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-09-14,1,20250654,오디세이,51637,10834337,638392110,2026-08-05
2026-09-14,2,20265146,옵세션,25689,500507,270457320,2026-09-02
2026-09-14,3,20262770,스파이더맨: 브랜드 뉴 데이,8414,8938826,70132790,2026-07-29
2026-09-14,4,20265423,더 드라마,4409,58040,43095910,2026-09-09
2026-09-14,5,20233219,호프,3886,4570091,44689560,2026-07-15
2026-09-14,6,20264918,싱 어게인,2488,91887,22971900,2026-09-02
2026-09-14,7,20247458,경주기행,2419,335379,21922400,2026-08-26
2026-09-14,8,20256161,타짜: 벨제붑의 노래,1689,5800,15201000,2026-09-23
2026-09-14,9,20204641,비광,1544,98689,12744100,2026-09-02
2026-09-14,10,20265344,오아시스: 돈 룩 백 인 앵거,1043,17173,11531850,2026-09-09
