date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-09-25,1,20255033,암살자(들),426261,873327,4305743550,2026-09-23
2026-09-25,2,20256161,타짜: 벨제붑의 노래,181738,448242,1883195990,2026-09-23
2026-09-25,3,20250654,오디세이,131074,11549608,1649976360,2026-08-05
2026-09-25,4,20256308,인턴,77902,627614,792055380,2026-09-16
2026-09-25,5,20254904,가능한 사랑,21204,65120,229714470,2026-09-23
2026-09-25,6,20265146,옵세션,20644,802180,229313260,2026-09-02
2026-09-25,7,20266766,어벤져스: 엔드게임 앙코르,18801,63482,230915090,2026-09-23
2026-09-25,8,20263870,레지던트 이블: 0번째 밤,12650,163141,140592350,2026-09-17
2026-09-25,9,20262770,스파이더맨: 브랜드 뉴 데이,7762,9017912,75649210,2026-07-29
2026-09-25,10,20266051,바다 탐험대 옥토넛 어보브 앤 비욘드 : 두근두근 대자연 어드벤처,3231,8374,31845400,2026-09-23
