date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-14,1,20242837,왕과 사는 남자,554217,12989670,5491985100,2026-02-04
2026-03-14,2,20256283,호퍼스,79880,455272,793053070,2026-03-04
2026-03-14,3,20232662,삼악도,15934,43966,156099300,2026-03-11
2026-03-14,4,20254501,F1 더 무비,14269,5247974,199755150,2025-06-25
2026-03-14,5,20241266,휴민트,6640,1962251,66986620,2026-02-11
2026-03-14,6,20253101,극장판 진격의 거인 완결편 더 라스트 어택,3637,958126,47157200,2025-03-13
2026-03-14,7,20060033,오만과 편견,3026,895463,31779600,2006-03-24
2026-03-14,8,20250428,센티멘탈 밸류,2268,57767,23300400,2026-02-18
2026-03-14,9,20241501,매드 댄스 오피스,1905,41520,16753860,2026-03-04
2026-03-14,10,20247457,신의악단,1775,1428580,16826110,2025-12-31
