date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-21,1,20242837,왕과 사는 남자,346551,14447734,3442442110,2026-02-04
2026-03-21,2,20261782,프로젝트 헤일메리,190036,400623,2180459350,2026-03-18
2026-03-21,3,20256283,호퍼스,40650,606574,391199800,2026-03-04
2026-03-21,4,20253101,극장판 진격의 거인 완결편 더 라스트 어택,10157,979639,127986000,2025-03-13
2026-03-21,5,20241575,메소드연기,9772,35130,100907430,2026-03-18
2026-03-21,6,20232662,삼악도,4403,78125,43231500,2026-03-11
2026-03-21,7,20261804,폭탄,3707,14974,30445800,2026-03-18
2026-03-21,8,20261906,명탐정 코난: 세기말의 마술사,2186,2186,29055600,2026-03-27
2026-03-21,9,20261437,녹나무의 파수꾼,1979,5691,19450600,2026-03-18
2026-03-21,10,19950084,쇼생크 탈출,1396,61974,16159400,1995-02-04
