date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-30,1,20242837,왕과 사는 남자,60585,15676502,568121970,2026-02-04
2026-03-30,2,20261782,프로젝트 헤일메리,42581,1193229,492054630,2026-03-18
2026-03-30,3,20261906,명탐정 코난: 세기말의 마술사,3715,55647,37842700,2026-03-27
2026-03-30,4,20254121,살목지,2515,10418,18862500,2026-04-08
2026-03-30,5,20253289,극장판 귀멸의 칼날: 무한성편,2209,5737799,27618000,2025-08-22
2026-03-30,6,20256283,호퍼스,2159,710246,21756800,2026-03-04
2026-03-30,7,20257521,프로텍터,1609,20517,13830400,2026-03-25
2026-03-30,8,20253101,극장판 진격의 거인 완결편 더 라스트 어택,1543,1020902,17500140,2025-03-13
2026-03-30,9,20261694,투어스 브이알 콘서트 : 러쉬로드,1215,28097,38880000,2026-03-04
2026-03-30,10,19970100,첨밀밀,1010,16739,9813600,1997-03-01
