date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-15,1,20233219,호프,333909,351267,3668453360,2026-07-15
2026-07-15,2,20261784,미니언즈 & 몬스터즈,31725,35562,328214270,2026-07-15
2026-07-15,3,20259946,모아나,13021,579536,134250500,2026-07-08
2026-07-15,4,20242402,눈동자,11859,1338903,122870500,2026-06-24
2026-07-15,5,20259781,토이 스토리 5,8518,2623712,82932620,2026-06-17
2026-07-15,6,20262902,다윗,3976,90556,35281350,2026-07-10
2026-07-15,7,20263530,마티 슈프림,1386,109555,17953900,2026-07-01
2026-07-15,8,20248252,와일드 씽,1205,1338812,10023350,2026-06-03
2026-07-15,9,20252402,군체,1122,5927524,11343050,2026-05-21
2026-07-15,10,20261421,나무의 노래,1033,4185,9297000, 
