date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-04-01,1,20242837,왕과 사는 남자,50279,15782127,470712610,2026-02-04
2026-04-01,2,20261782,프로젝트 헤일메리,39862,1274583,437951590,2026-03-18
2026-04-01,3,20261666,네가 마지막으로 남긴 노래,11414,12967,104864050,2026-04-01
2026-04-01,4,20253289,극장판 귀멸의 칼날: 무한성편,6652,5746263,88506500,2025-08-22
2026-04-01,5,20261906,명탐정 코난: 세기말의 마술사,3085,62074,30653650,2026-03-27
2026-04-01,6,20262101,킬 빌: 더 홀 블러디 어페어,2923,3733,57152400,2026-04-01
2026-04-01,7,20256283,호퍼스,1862,714674,18696770,2026-03-04
2026-04-01,8,20173226,패왕별희 디 오리지널,1746,156608,19683500,2017-03-30
2026-04-01,9,20256757,극장판 체인소 맨: 레제편,1366,3453441,15854800,2025-09-24
2026-04-01,10,19868242,연지구 디 오리지널 4K,999,8624,11758300,2026-03-25
