date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-08-17,1,20250654,오디세이,620970,5163425,6750205860,2026-08-05
2026-08-17,2,20262770,스파이더맨: 브랜드 뉴 데이,261760,7541133,2710923760,2026-07-29
2026-08-17,3,20262381,사랑의 하츄핑: 고래보석의 전설,64547,698074,618902040,2026-08-05
2026-08-17,4,20264635,명탐정 코난: 하이웨이의 타천사,38351,264379,384428690,2026-08-12
2026-08-17,5,20255484,오케이 마담2,35416,239383,343354620,2026-08-12
2026-08-17,6,20262945,퍼피 구조대: 더 다이노 무비,22217,69842,215066200,2026-08-13
2026-08-17,7,20233219,호프,11255,4486813,113591180,2026-07-15
2026-08-17,8,20264148,어떻게 해야 했을까?,3602,72914,37340650,2026-07-29
2026-08-17,9,20262902,다윗,1248,299942,12055550,2026-07-10
2026-08-17,10,20185485,보헤미안 랩소디,957,9955715,10442600,2018-10-31
