date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-06-08,1,20252402,군체,52036,4779542,524732440,2026-05-21
2026-06-08,2,20248252,와일드 씽,31704,575416,297283190,2026-06-03
2026-06-08,3,20263030,백룸,17838,817468,186738060,2026-05-27
2026-06-08,4,20259626,마이클,6224,1546367,61120300,2026-05-13
2026-06-08,5,20258236,만달로리안과 그로구,1956,193790,20340550,2026-05-27
2026-06-08,6,20263941,마스터즈 오브 유니버스,1304,11627,11183050,2026-06-05
2026-06-08,7,20040734,노트북,1170,840601,13044700,2004-11-26
2026-06-08,8,20248484,신사: 악귀의 속삭임,1114,1114,10676000,2026-06-17
2026-06-08,9,20263344,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,1023,61705,10054450,2026-05-20
2026-06-08,10,20263512,이상한 과자 가게 전천당,813,137630,6910150,2026-05-29
