date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-08-19,1,20250654,오디세이,207843,5599523,2342402250,2026-08-05
2026-08-19,2,20262770,스파이더맨: 브랜드 뉴 데이,66386,7685593,678651300,2026-07-29
2026-08-19,3,20264635,명탐정 코난: 하이웨이의 타천사,17422,296373,170826570,2026-08-12
2026-08-19,4,20255484,오케이 마담2,11462,262302,105623850,2026-08-12
2026-08-19,5,20262381,사랑의 하츄핑: 고래보석의 전설,6984,713547,58927330,2026-08-05
2026-08-19,6,20100810,마루 밑 아리에티,5132,1073954,50248600,2010-09-09
2026-08-19,7,20233219,호프,4088,4496209,39970620,2026-07-15
2026-08-19,8,20264080,워페어,3815,4305,40342410,2026-08-19
2026-08-19,9,20265598,에이티즈 : 라이트 더 웨이 인 시네마,1999,1999,27956000,2026-08-19
2026-08-19,10,20262945,퍼피 구조대: 더 다이노 무비,1824,74018,14890600,2026-08-13
