date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-06-11,1,20252402,군체,40619,4911772,403511460,2026-05-21
2026-06-11,2,20248252,와일드 씽,26678,664620,248136770,2026-06-03
2026-06-11,3,20250655,디스클로저 데이,25356,82282,269092210,2026-06-10
2026-06-11,4,20263030,백룸,15972,867337,167827510,2026-05-27
2026-06-11,5,20261766,상자 속의 양,5676,25905,49555410,2026-06-10
2026-06-11,6,20259626,마이클,4530,1561970,45527630,2026-05-13
2026-06-11,7,20163018,싱 스트리트,2472,581159,21175000,2016-05-19
2026-06-11,8,20258236,만달로리안과 그로구,1742,199702,18980200,2026-05-27
2026-06-11,9,20258725,순례자들은 왜 돌아오지 않는가,1573,9645,11305500,2026-06-03
2026-06-11,10,20259781,토이 스토리 5,1537,1537,23817000,2026-06-17
