date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-06-06,1,20252402,군체,281926,4523307,2888955760,2026-05-21
2026-06-06,2,20248252,와일드 씽,149038,431985,1473205300,2026-06-03
2026-06-06,3,20263030,백룸,93073,731840,986178750,2026-05-27
2026-06-06,4,20259626,마이클,28968,1516641,304925010,2026-05-13
2026-06-06,5,20263512,이상한 과자 가게 전천당,19011,118415,170455630,2026-05-29
2026-06-06,6,20258236,만달로리안과 그로구,14858,179993,199469290,2026-05-27
2026-06-06,7,20259773,슈퍼 마리오 갤럭시,5551,1624967,54862900,2026-04-29
2026-06-06,8,20263761,플레이브 아시아 투어 [대쉬: 퀀텀 리프] 앙코르 인 시네마,3400,20552,78193000,2026-06-03
2026-06-06,9,20263272,돌핀보이: 푸른 바다의 수호자,3273,10445,29045450,2026-06-03
2026-06-06,10,20263941,마스터즈 오브 유니버스,3170,7911,28721370,2026-06-05
