date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-06-12,1,20252402,군체,54066,4965837,567550930,2026-05-21
2026-06-12,2,20248252,와일드 씽,36326,700946,358850200,2026-06-03
2026-06-12,3,20250655,디스클로저 데이,27363,109645,306884030,2026-06-10
2026-06-12,4,20263030,백룸,21808,889142,242156280,2026-05-27
2026-06-12,5,20261766,상자 속의 양,4654,30559,42813580,2026-06-10
2026-06-12,6,20259626,마이클,4417,1566387,46349000,2026-05-13
2026-06-12,7,20258236,만달로리안과 그로구,2564,202265,30453880,2026-05-27
2026-06-12,8,20163018,싱 스트리트,1792,582951,17753850,2016-05-19
2026-06-12,9,20263344,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,1354,65804,16994050,2026-05-20
2026-06-12,10,20040734,노트북,956,844348,11485100,2004-11-26
