date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-05-01,1,20259773,슈퍼 마리오 갤럭시,231149,341629,2267293540,2026-04-29
2026-05-01,2,20259791,악마는 프라다를 입는다 2,183807,437052,1896763430,2026-04-29
2026-05-01,3,20254121,살목지,146308,2384360,1513855260,2026-04-08
2026-05-01,4,20261782,프로젝트 헤일메리,32974,2586490,395468670,2026-03-18
2026-05-01,5,20240532,짱구,24587,249184,248442180,2026-04-22
2026-05-01,6,20262685,란 12.3,13643,175588,135132260,2026-04-22
2026-05-01,7,20242837,왕과 사는 남자,12125,16753216,119462970,2026-02-04
2026-05-01,8,20247648,내 이름은,3634,184651,33859250,2026-04-15
2026-05-01,9,20263327,사랑의 하츄핑 특별판,3324,3324,31632550,2026-05-01
2026-05-01,10,20262775,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,2365,29097,24853100,2026-04-22
