date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-05-07,1,20259791,악마는 프라다를 입는다 2,31482,1026120,313140700,2026-04-29
2026-05-07,2,20254121,살목지,18341,2875529,186161020,2026-04-08
2026-05-07,3,20259773,슈퍼 마리오 갤럭시,10471,1134707,101582780,2026-04-29
2026-05-07,4,20261782,프로젝트 헤일메리,8492,2724416,98177580,2026-03-18
2026-05-07,5,20259626,마이클,8117,15119,73448000,2026-05-13
2026-05-07,6,20240532,짱구,5142,345343,49583740,2026-04-22
2026-05-07,7,20242837,왕과 사는 남자,3922,16810757,34783450,2026-02-04
2026-05-07,8,20262685,란 12.3,2431,219462,22746200,2026-04-22
2026-05-07,9,20262947,모탈 컴뱃 2,1706,4415,17902650,2026-05-06
2026-05-07,10,20247648,내 이름은,1592,199605,13816050,2026-04-15
