date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-07-11,1,20259946,모아나,180128,346172,2016093460,2026-07-08
2026-07-11,2,20242402,눈동자,111500,1181677,1215593510,2026-06-24
2026-07-11,3,20259781,토이 스토리 5,103554,2481662,1126656460,2026-06-17
2026-07-11,4,20262902,다윗,23132,48767,235651590,2026-07-10
2026-07-11,5,20252402,군체,15644,5900794,175498700,2026-05-21
2026-07-11,6,20263530,마티 슈프림,5870,97201,71051950,2026-07-01
2026-07-11,7,20264027,극장판 도라에몽: 신 진구의 해저비밀성,5580,52270,58551550,2026-07-01
2026-07-11,8,20233219,호프,5098,5632,76470000,2026-07-15
2026-07-11,9,20248252,와일드 씽,4813,1329512,42988250,2026-06-03
2026-07-11,10,20263030,백룸,3479,1206168,42134300,2026-05-27
