date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-13,1,20242837,왕과 사는 남자,221373,12435457,2180385660,2026-02-04
2026-03-13,2,20256283,호퍼스,17445,375392,178612510,2026-03-04
2026-03-13,3,20232662,삼악도,8864,28032,83118200,2026-03-11
2026-03-13,4,20254501,F1 더 무비,6977,5233705,99100390,2025-06-25
2026-03-13,5,20241266,휴민트,4308,1955611,43145400,2026-02-11
2026-03-13,6,20253101,극장판 진격의 거인 완결편 더 라스트 어택,4225,954489,55774550,2025-03-13
2026-03-13,7,20060033,오만과 편견,2466,892437,26971100,2006-03-24
2026-03-13,8,20241501,매드 댄스 오피스,2012,39615,16976200,2026-03-04
2026-03-13,9,20241575,메소드연기,1866,2229,16794000,2026-03-18
2026-03-13,10,20247457,신의악단,1337,1426805,12047300,2025-12-31
