date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-17,1,20242837,왕과 사는 남자,120447,13722159,1132758240,2026-02-04
2026-03-17,2,20256283,호퍼스,8474,547820,83727090,2026-03-04
2026-03-17,3,20232662,삼악도,4558,65627,39929800,2026-03-11
2026-03-17,4,20241266,휴민트,3371,1974266,35252100,2026-02-11
2026-03-17,5,20060033,오만과 편견,1270,900792,12809000,2006-03-24
2026-03-17,6,20247457,신의악단,1159,1434186,10250600,2025-12-31
2026-03-17,7,20250365,햄넷,1150,56231,11109600,2026-02-25
2026-03-17,8,20250428,센티멘탈 밸류,1051,61616,10087500,2026-02-18
2026-03-17,9,20258074,아르코,990,15533,7518800,2026-03-11
2026-03-17,10,20241501,매드 댄스 오피스,899,45429,7008100,2026-03-04
