date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-09-13,1,20250654,오디세이,165104,10782703,1919998330,2026-08-05
2026-09-13,2,20265146,옵세션,61864,474818,674771570,2026-09-02
2026-09-13,3,20262770,스파이더맨: 브랜드 뉴 데이,31225,8930412,270659170,2026-07-29
2026-09-13,4,20265423,더 드라마,9799,53631,100462200,2026-09-09
2026-09-13,5,20247458,경주기행,6591,332960,66608800,2026-08-26
2026-09-13,6,20264918,싱 어게인,5288,89399,52136400,2026-09-02
2026-09-13,7,20204641,비광,4113,97145,40311870,2026-09-02
2026-09-13,8,20262381,사랑의 하츄핑: 고래보석의 전설,4112,867933,40034150,2026-08-05
2026-09-13,9,20233219,호프,3883,4566205,43479600,2026-07-15
2026-09-13,10,20018158,이누야샤 극장판: 시대를 초월한 마음,3334,19829,34125400,2026-09-09
