date,rank,movieCd,movieNm,audiCnt,audiAcc,salesAmt,openDt
2026-03-10,1,20242837,왕과 사는 남자,177185,11884030,1649432360,2026-02-04
2026-03-10,2,20256283,호퍼스,10263,336775,102448680,2026-03-04
2026-03-10,3,20241266,휴민트,5358,1943198,54518800,2026-02-11
2026-03-10,4,20241501,매드 댄스 오피스,4297,33295,35450600,2026-03-04
2026-03-10,5,20259583,초속 5센티미터,2738,84671,23917440,2026-02-25
2026-03-10,6,20258444,브라이드!,1844,22458,16205710,2026-03-04
2026-03-10,7,20247457,신의악단,1676,1423552,14637600,2025-12-31
2026-03-10,8,20250365,햄넷,1493,47585,14127800,2026-02-25
2026-03-10,9,20249843,우리에게는 아직 내일이 있다,1183,9319,6996400,2026-03-04
2026-03-10,10,20250875,우리는 매일매일,1030,11794,8629100,2026-03-04
