week,segment,rank,channel,title,rating
2026-29,지상파,1,SBS,김부장,21.4
2026-29,지상파,2,KBS2,사랑을 처방해 드립니다,14.8
2026-29,지상파,3,KBS1,기쁜 우리 좋은 날,10.9
2026-29,지상파,4,KBS2,붉은 진주,7.6
2026-29,지상파,5,KBS2,결혼의 완성,6.3
2026-29,지상파,6,MBC,가족관계증명서,4.2
2026-29,종합편성,1,JTBC,아파트,5.0
2026-29,케이블,1,ENA,닥터 섬보이,5.4
2026-29,케이블,2,tvN,내일도 출근!,4.6
2026-29,케이블,3,tvN,친애하는 X,1.1
