week,segment,rank,channel,title,rating
2026-33,지상파,1,KBS2,사랑이 온다,14.3
2026-33,지상파,2,KBS1,기쁜 우리 좋은 날,9.8
2026-33,지상파,3,MBC,유부녀 킬러,8.8
2026-33,지상파,4,KBS2,결혼의 완성,8.0
2026-33,지상파,5,KBS2,붉은 진주,7.5
2026-33,지상파,6,SBS,재벌X형사 2,6.0
2026-33,지상파,7,MBC,가족관계증명서,4.4
2026-33,지상파,14,KBS2,재벌X형사 2 미리보기 (스페셜) SBS,0.3
2026-33,종합편성,1,JTBC,아파트,5.4
2026-33,케이블,1,tvN,오싹한 연애,5.5
2026-33,케이블,2,tvN,최애의 사원,3.7
2026-33,케이블,3,ENA,그대에게 드림,2.3
2026-33,케이블,4,tvN,파친코 시즌2,1.5
