week,segment,rank,channel,title,rating
2026-13,지상파,1,KBS2,사랑을 처방해 드립니다,13.8
2026-13,지상파,2,KBS1,마리와 별난 아빠들,11.3
2026-13,지상파,3,SBS,신이랑 법률사무소,8.4
2026-13,지상파,4,KBS2,붉은 진주,7.6
2026-13,지상파,5,MBC,첫 번째 남자,5.0
2026-13,지상파,6,MBC,찬란한 너의 계절에,2.6
2026-13,종합편성,1,JTBC,미혼남녀의 효율적 만남,4.2
2026-13,종합편성,2,TV조선,닥터신,1.2
2026-13,종합편성,3,JTBC,샤이닝,1.0
2026-13,종합편성,8,TV조선,미혼남녀의 효율적 만남 (스페셜) JTBC,0.2
2026-13,케이블,1,tvN,세이렌,4.4
2026-13,케이블,2,tvN,대한민국에서 건물주 되는 법,3.5
2026-13,케이블,3,ENA,클라이맥스,3.4
