week,segment,rank,channel,title,rating
2026-26,지상파,1,KBS2,사랑을 처방해 드립니다,15.5
2026-26,지상파,2,SBS,멋진 신세계,11.2
2026-26,지상파,3,KBS1,기쁜 우리 좋은 날,10.1
2026-26,지상파,4,KBS2,붉은 진주,7.2
2026-26,지상파,5,MBC,첫 번째 남자,5.4
2026-26,지상파,6,MBC,오십프로,5.2
2026-26,지상파,11,MBC,붉은 진주 (스페셜) KBS2,0.8
2026-26,종합편성,1,JTBC,신입사원 강회장,9.9
2026-26,케이블,1,tvN,취사병 전설이 되다,7.1
2026-26,케이블,2,ENA,닥터 섬보이,5.0
2026-26,케이블,3,tvN,파친코,2.2
