week,segment,rank,channel,title,rating
2026-36,지상파,1,KBS2,사랑이 온다,15.7
2026-36,지상파,2,KBS1,기쁜 우리 좋은 날,10.9
2026-36,지상파,3,MBC,유부녀 킬러,9.5
2026-36,지상파,4,KBS2,욕망의 덫,7.5
2026-36,지상파,5,SBS,재벌X형사 2,7.3
2026-36,지상파,6,MBC,가족관계증명서,4.7
2026-36,지상파,7,MBC,안나 (ANNA),4.4
2026-36,지상파,12,KBS2,욕망의 덫,0.5
2026-36,종합편성,2,TV조선,한반도 - 격동의 남과 북,0.7
2026-36,종합편성,4,TV조선,한반도 - 격동의 남과 북,0.4
2026-36,케이블,1,tvN,포핸즈,4.6
2026-36,케이블,2,tvN,최애의 사원,3.3
2026-36,케이블,3,ENA,신병4 : 사보타주,2.8
