week,segment,rank,channel,title,rating
2026-35,지상파,1,KBS2,사랑이 온다,15.7
2026-35,지상파,2,KBS1,기쁜 우리 좋은 날,10.5
2026-35,지상파,3,MBC,유부녀 킬러,9.2
2026-35,지상파,4,SBS,재벌X형사 2,6.9
2026-35,지상파,6,MBC,안나 (ANNA),5.2
2026-35,지상파,7,MBC,가족관계증명서,4.8
2026-35,지상파,12,MBC,욕망의 덫 (스페셜) KBS2,0.6
2026-35,종합편성,1,TV조선,JTBC 드라마 보석함 꽃파당 (스페셜) JTBC,0.7
2026-35,케이블,1,tvN,오싹한 연애,6.7
2026-35,케이블,2,tvN,최애의 사원,3.8
2026-35,케이블,3,ENA,그대에게 드림,2.2
