week,segment,rank,channel,title,rating
2026-31,지상파,1,SBS,김부장,22.3
2026-31,지상파,2,KBS2,사랑이 온다,12.3
2026-31,지상파,3,KBS1,기쁜 우리 좋은 날,10.8
2026-31,지상파,4,KBS2,붉은 진주,7.9
2026-31,지상파,5,KBS2,결혼의 완성,6.0
2026-31,지상파,6,MBC,가족관계증명서,4.3
2026-31,지상파,9,MBC,킬러들의 쇼핑몰,1.3
2026-31,종합편성,1,JTBC,아파트,4.6
2026-31,종합편성,2,JTBC,한반도 - 격동의 남과 북 (스페셜) TV조선,0.7
2026-31,케이블,1,tvN,오싹한 연애,5.1
2026-31,케이블,2,tvN,내일도 출근!,4.5
2026-31,케이블,3,ENA,그대에게 드림,2.8
2026-31,케이블,4,tvN,파친코 시즌2,1.2
