week,segment,rank,channel,title,rating
2026-30,지상파,1,SBS,김부장,22.5
2026-30,지상파,2,KBS2,사랑을 처방해 드립니다,14.9
2026-30,지상파,3,KBS1,기쁜 우리 좋은 날,10.8
2026-30,지상파,4,KBS2,붉은 진주,7.6
2026-30,지상파,5,KBS2,결혼의 완성,5.7
2026-30,지상파,6,MBC,가족관계증명서,4.5
2026-30,종합편성,1,JTBC,아파트,5.7
2026-30,케이블,1,tvN,내일도 출근!,4.2
2026-30,케이블,2,tvN,오싹한 연애,4.2
2026-30,케이블,3,ENA,그대에게 드림,2.8
