week,segment,rank,channel,title,rating
2026-24,지상파,1,KBS2,사랑을 처방해 드립니다,14.1
2026-24,지상파,2,KBS1,기쁜 우리 좋은 날,9.8
2026-24,지상파,3,SBS,멋진 신세계,9.7
2026-24,지상파,4,KBS2,붉은 진주,7.1
2026-24,지상파,5,MBC,첫 번째 남자,5.3
2026-24,지상파,6,MBC,오십프로,4.8
2026-24,종합편성,1,JTBC,신입사원 강회장,7.5
2026-24,종합편성,4,TV조선,대군 : 왕이 되려는 남자 특별판,0.5
2026-24,케이블,1,tvN,취사병 전설이 되다,7.1
2026-24,케이블,2,ENA,닥터 섬보이,4.5
2026-24,케이블,3,tvN,파친코,3.5
2026-24,케이블,4,tvN,친애하는 X,1.8
