week,segment,rank,channel,title,rating
2026-19,지상파,1,KBS2,사랑을 처방해 드립니다,14.0
2026-19,지상파,2,MBC,21세기 대군부인,11.0
2026-19,지상파,3,KBS1,기쁜 우리 좋은 날,9.5
2026-19,지상파,4,SBS,신이랑 법률사무소,7.5
2026-19,지상파,6,MBC,첫 번째 남자,5.4
2026-19,지상파,7,SBS,오늘도 매진했습니다,2.8
2026-19,종합편성,1,JTBC,모두가 자신의 무가치함과 싸우고 있다,2.7
2026-19,종합편성,2,TV조선,닥터신,1.8
2026-19,종합편성,5,JTBC,닥터신 (베스트) TV조선,0.3
2026-19,케이블,1,tvN,은밀한 감사,6.3
2026-19,케이블,2,ENA,허수아비,5.1
2026-19,케이블,3,tvN,유미의 세포들 시즌3,2.2
