week,segment,rank,channel,title,rating
2026-38,지상파,1,KBS2,사랑이 온다,15.9
2026-38,지상파,2,KBS1,기쁜 우리 좋은 날,10.9
2026-38,지상파,3,MBC,유부녀 킬러,10.2
2026-38,지상파,4,KBS2,욕망의 덫,7.5
2026-38,지상파,5,SBS,재벌X형사 2,6.8
2026-38,지상파,6,MBC,가족관계증명서,4.7
2026-38,지상파,7,KBS2,너 말고 다른 연애,2.7
2026-38,지상파,15,KBS2,욕망의 덫,0.4
2026-38,케이블,1,tvN,포핸즈,5.7
2026-38,케이블,2,ENA,신병4 : 사보타주,4.2
2026-38,케이블,3,tvN,최애의 사원,3.2
