week,segment,rank,channel,title,rating
2026-34,지상파,1,KBS2,사랑이 온다,14.5
2026-34,지상파,2,KBS1,기쁜 우리 좋은 날,10.3
2026-34,지상파,3,MBC,유부녀 킬러,10.0
2026-34,지상파,4,KBS2,욕망의 덫,6.5
2026-34,지상파,5,SBS,재벌X형사 2,5.4
2026-34,지상파,6,MBC,가족관계증명서,4.3
2026-34,종합편성,1,JTBC,아파트,6.5
2026-34,종합편성,2,JTBC,한반도 - 격동의 남과 북 (스페셜) TV조선,0.6
2026-34,케이블,1,tvN,오싹한 연애,6.7
2026-34,케이블,2,tvN,최애의 사원,3.7
2026-34,케이블,3,ENA,그대에게 드림,2.4
2026-34,케이블,10,KBS Drama,신병 시즌3 몰아보기 (스페셜) ENA,0.5
