week,segment,rank,channel,title,rating
2026-20,지상파,1,KBS2,사랑을 처방해 드립니다,13.6
2026-20,지상파,2,MBC,21세기 대군부인,12.6
2026-20,지상파,3,KBS1,기쁜 우리 좋은 날,9.5
2026-20,지상파,4,KBS2,붉은 진주,7.1
2026-20,지상파,5,MBC,첫 번째 남자,4.8
2026-20,지상파,7,SBS,오늘도 매진했습니다,2.8
2026-20,지상파,10,KBS2,심우면 연리리,1.5
2026-20,지상파,11,MBC,오십프로 프리미어,1.2
2026-20,종합편성,1,JTBC,모두가 자신의 무가치함과 싸우고 있다,3.2
2026-20,종합편성,5,TV조선,닥터신 특별판,0.1
2026-20,케이블,1,tvN,은밀한 감사,7.7
2026-20,케이블,2,ENA,허수아비,6.9
2026-20,케이블,3,tvN,유미의 세포들 시즌3,2.3
