week,segment,rank,channel,title,rating
2026-39,지상파,1,KBS2,사랑이 온다,14.1
2026-39,지상파,2,KBS1,기쁜 우리 좋은 날,10.9
2026-39,지상파,3,SBS,재벌X형사 2,10.6
2026-39,지상파,4,KBS2,욕망의 덫,7.6
2026-39,지상파,5,MBC,가족관계증명서,4.8
2026-39,지상파,7,MBC,유부녀 킬러 킬링타임,2.6
2026-39,지상파,8,KBS2,너 말고 다른 연애,2.5
2026-39,케이블,1,tvN,포핸즈,7.4
2026-39,케이블,2,ENA,신병4 : 사보타주,4.6
2026-39,케이블,3,tvN,로또 1등도 출근합니다,4.6
